District Name,School Code,School Name,SBE District,EVAAS Growth Status,EVAAS Growth Index,Percent Participation Targets Met,ACT Percent,ACT WorkKeys Percent,Passing NC Math 3 Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100309,Cedar Grove Middle,Southeast,Exceeded,3.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100310,Jessie Mae Monroe Elementary,Southeast,NotMet,-5.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100316,Leland Middle,Southeast,NotMet,-3.03,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100320,Lincoln Elementary,Southeast,Met,0.51,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100326,North Brunswick High,Southeast,Exceeded,11.21,100.0,40.2,65.8,>95,82.6,80.9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100332,Shallotte Middle,Southeast,Met,-0.87,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100334,South Brunswick High,Southeast,Exceeded,4.79,93.1,62.3,75.2,>95,85.4,85.5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100335,South Brunswick Middle,Southeast,Met,1.84,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100336,Southport Elementary,Southeast,NotMet,-4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100338,Supply Elementary,Southeast,NotMet,-3.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100339,Town Creek Elementary,Southeast,Met,-0.65,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100340,Union Elementary,Southeast,Exceeded,5.05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100342,Virginia Williamson Elem,Southeast,NotMet,-4.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100344,Waccamaw,Southeast,Met,1.54,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Schools,100348,West Brunswick High,Southeast,Exceeded,7.3,97.4,58.1,72.2,>95,86.4,88.2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110,Buncombe County Schools,Western,,,97.7,59.4,78.5,>95,88.3,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110303,Community High School,Western,NotMet,-6.41,58.3,<5,*,>95,73.1,76.7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110304,Reynolds High,Western,NotMet,-3.06,100.0,69.4,81.8,>95,92.8,93.4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110306,Reynolds Middle,Western,Met,-0.66,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110308,Barnardsville Elementary,Western,Met,-0.69,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110318,Black Mountain Elementary,Western,Met,0.08,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110320,Black Mountain Primary,Western,Met,-0.75,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110322,Early College,Western,Met,-0.25,100.0,>95,,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110323,Middle College,Western,,,100.0,52.8,*,>95,94.2,94.2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110324,Candler Elementary,Western,NotMet,-2.44,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110326,Cane Creek Middle,Western,Met,-1.11,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110332,Bell Elementary,Western,NotMet,-5.92,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110336,Owen High,Western,Exceeded,2.4,100.0,52.1,80.8,>95,>95,89.3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110338,Owen Middle,Western,NotMet,-2.16,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110340,Erwin High,Western,Exceeded,5.86,97.1,42.4,67.9,>95,85.7,84.3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110342,Erwin Middle,Western,NotMet,-5.72,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110348,Emma Elementary,Western,Exceeded,5.22,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110352,Enka High,Western,NotMet,-3.65,96.9,51.4,81.5,>95,87.0,85.9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110356,Fairview Elementary,Western,Exceeded,4.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110366,Glen Arden Elementary,Western,NotMet,-3.71,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110368,Haw Creek Elementary,Western,Met,1.45,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110370,Hominy Valley Elementary,Western,Met,1.65,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110372,Johnston Elementary,Western,Met,-1.29,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110376,Leicester Elementary,Western,NotMet,-3.73,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110379,North Buncombe Elementary,Western,Exceeded,4.71,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110380,North Buncombe High,Western,Exceeded,3.81,96.8,62.1,86.9,>95,89.5,91.1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110381,North Buncombe Middle,Western,NotMet,-4.24,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110382,North Windy Ridge Intermediate,Western,Exceeded,6.36,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110384,Oakley Elementary,Western,Met,1.92,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110388,Pisgah Elementary,Western,Met,-1.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110401,Enka Middle,Western,Met,0.2,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110408,Sand Hill-Venable Elem,Western,Met,0.01,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110410,Avery's Creek Elementary,Western,Met,-0.91,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110412,Williams Elementary,Western,Met,-1.39,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110416,Roberson High,Western,NotMet,-5.48,100.0,64.6,76.8,>95,89.6,93.4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110420,Valley Springs Middle,Western,Exceeded,5.35,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110422,Estes Elementary,Western,Met,1.21,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110425,Enka Intermediate,Western,NotMet,-8.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110428,Weaverville Elementary,Western,Exceeded,2.92,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110432,Weaverville Primary,Western,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110436,West Buncombe Elementary,Western,Met,0.64,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110444,Woodfin Elementary,Western,Met,0.96,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110450,Koontz Intermediate,Western,NotMet,-3.48,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110451,Eblen Intermediate,Western,NotMet,-3.82,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buncombe County Schools,110500,Nesbitt Discovery Academy,Western,NotMet,-2.39,100.0,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville City Schools,111,Asheville City Schools,Western,,,96.7,76.4,79.4,>95,88.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville City Schools,111302,Asheville High,Western,NotMet,-3.85,84.8,72.5,70.5,>95,86.4,85.8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville City Schools,111304,Hall Fletcher Elementary,Western,Exceeded,2.89,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville City Schools,111306,Isaac Dickson Elementary,Western,Met,-0.27,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville City Schools,111312,Claxton Elementary,Western,Met,-1.46,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville City Schools,111332,Ira B Jones Elementary,Western,Exceeded,2.87,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville City Schools,111356,Asheville Middle,Western,NotMet,-9.41,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville City Schools,111360,Vance Elementary,Western,Met,-0.44,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asheville City Schools,111700,School of Inquiry and Life Sciences,Western,Met,1.7,100.0,84.7,>95,>95,>95,93.4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120,Burke County Schools,Northwest,,,98.8,61.7,70.6,>95,86.3,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120304,Chesterfield Elementary,Northwest,Met,0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120308,Hallyburton Academy,Northwest,NotMet,-6.71,100.0,<5,*,>95,58.3,89.9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120310,Burke Middle College,Northwest,,,100.0,>95,*,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120312,Drexel Elementary,Northwest,Exceeded,6.03,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120314,East Burke High,Northwest,Met,-1.15,100.0,61.0,70.6,>95,87.3,89.9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120315,East Burke Middle,Northwest,Met,1.72,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120316,Forest Hill Elementary,Northwest,Met,-1.01,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120318,Freedom High,Northwest,NotMet,-4.44,100.0,54.8,69.1,>95,92.7,92.7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120320,George Hildebrand Elementary,Northwest,Exceeded,2.78,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120324,Glen Alpine Elementary,Northwest,Met,0.75,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120334,Heritage Middle,Northwest,Exceeded,2.62,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120338,Hildebran Elementary,Northwest,Exceeded,3.69,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120340,Mountain Crest Elementary,Northwest,Met,0.34,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120344,Icard Elementary,Northwest,Exceeded,3.69,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120346,Jimmy C Draughn High School,Northwest,Met,-1.97,100.0,62.1,76.1,>95,92.0,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120350,Liberty Middle,Northwest,Exceeded,2.59,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120352,North Liberty,Northwest,,,100.0,,,,*,*,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120360,Mull Elementary,Northwest,Exceeded,6.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120364,Oak Hill Elementary,Northwest,Exceeded,4.17,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120368,Ray Childers Elementary,Northwest,Met,0.54,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120370,Robert L. Patton High School,Northwest,Met,-2,100.0,65.5,68.8,>95,87.1,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120372,Rutherford College Elem,Northwest,Met,1.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120374,Salem Elementary,Northwest,Exceeded,2.67,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120376,Table Rock Middle,Northwest,Exceeded,5.96,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120380,Valdese Elementary,Northwest,Exceeded,4.14,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120386,W A Young Elementary,Northwest,Exceeded,5.29,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120390,Walter R Johnson Middle,Northwest,Exceeded,3.09,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130,Cabarrus County Schools,Southwest,,,95.6,65.9,75.9,>95,90.0,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130304,A T Allen Elementary,Southwest,Met,-0.21,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130307,Cox Mill High School,Southwest,Met,-1.15,100.0,79.7,88.8,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130308,Bethel Elementary,Southwest,Met,-0.75,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130309,Beverly Hills Elementary,Southwest,NotMet,-4.59,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130310,Central Cabarrus High,Southwest,NotMet,-3.8,97.6,58.5,78.9,>95,88.5,94.8,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130311,Coltrane-Webb Elementary,Southwest,Exceeded,2.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130312,Harrisburg Elementary,Southwest,Met,1.17,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130313,Concord Middle,Southwest,Met,-1.71,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130314,Concord High,Southwest,NotMet,-5.4,100.0,59.7,64.7,>95,84.4,84.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130315,J N Fries Magnet School,Southwest,NotMet,-4.38,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130316,Jay M Robinson High,Southwest,NotMet,-5.36,97.4,52.0,64.1,>95,89.3,88.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130317,Cabarrus Co Opportunity School,Southwest,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130318,C C Griffin Middle,Southwest,Met,0.47,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130319,Cox Mill Elementary,Southwest,Exceeded,3.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130320,Harris Road Middle,Southwest,Exceeded,10.31,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130321,Carl A Furr Elementary,Southwest,Exceeded,3.11,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130322,Mount Pleasant Elementary,Southwest,Exceeded,4.26,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130323,Mount Pleasant Middle,Southwest,Met,-1.41,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130324,Mount Pleasant High,Southwest,NotMet,-2.74,100.0,59.6,67.9,>95,88.0,90.8,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130325,Charles E Boger Elementary,Southwest,NotMet,-2.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130326,Northwest Cabarrus High,Southwest,NotMet,-4.94,92.5,64.0,75.5,>95,93.9,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130327,Northwest Cabarrus Middle,Southwest,Met,0.59,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130328,Royal Oaks Elementary,Southwest,Met,-1.04,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130329,Rocky River Elementary,Southwest,NotMet,-3.92,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130330,R Brown McAllister Elementary,Southwest,Met,1.26,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130331,Pitts School Road Elementary,Southwest,NotMet,-3.33,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130332,Hickory Ridge High,Southwest,Exceeded,2.67,94.1,78.6,87.8,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130333,Performance Learning Center,Southwest,Met,-0.27,28.6,35.1,50.0,77.8,85.1,87.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130336,W R Odell Primary,Southwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130337,W R Odell Elementary,Southwest,Exceeded,2.69,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130338,Weddington Hills Elementary,Southwest,Met,1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130340,Winecoff Elementary,Southwest,NotMet,-3.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130342,W M Irvin Elementary,Southwest,NotMet,-3.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130344,Wolf Meadow Elementary,Southwest,NotMet,-2.32,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130345,Patriots Elementary,Southwest,Met,1.76,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130346,Hickory Ridge Middle,Southwest,Exceeded,10.19,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130349,Cabarrus Early College of Technology,Southwest,Met,-1.96,100.0,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
