,reporting_year,school_code,grade_span,title_1,subgroup,subject,den,total_pct,school_name
0,2018,600302,09-12,,ALL,ACT,771,88.3,Ardrey Kell High School
1,2018,600302,09-12,,FEM,ACT,355,89.6,Ardrey Kell High School
2,2018,600302,09-12,,MALE,ACT,416,87.3,Ardrey Kell High School
3,2018,600302,09-12,,ASIA,ACT,145,94.5,Ardrey Kell High School
4,2018,600302,09-12,,BLCK,ACT,86,75.6,Ardrey Kell High School
5,2018,600302,09-12,,HISP,ACT,65,61.5,Ardrey Kell High School
6,2018,600302,09-12,,MULT,ACT,22,90.9,Ardrey Kell High School
7,2018,600302,09-12,,WHTE,ACT,450,92.4,Ardrey Kell High School
8,2018,600302,09-12,,EDS,ACT,53,71.7,Ardrey Kell High School
9,2018,600302,09-12,,ELS,ACT,44,56.8,Ardrey Kell High School
10,2018,600302,09-12,,SWD,ACT,33,51.5,Ardrey Kell High School
11,2018,600302,09-12,,AIG,ACT,156,95,Ardrey Kell High School
12,2018,600302,09-12,,ALL,ACT4B,771,44.2,Ardrey Kell High School
13,2018,600302,09-12,,FEM,ACT4B,355,46.2,Ardrey Kell High School
14,2018,600302,09-12,,MALE,ACT4B,416,42.5,Ardrey Kell High School
15,2018,600302,09-12,,ASIA,ACT4B,145,61.4,Ardrey Kell High School
16,2018,600302,09-12,,BLCK,ACT4B,86,20.9,Ardrey Kell High School
17,2018,600302,09-12,,HISP,ACT4B,65,20.0,Ardrey Kell High School
18,2018,600302,09-12,,MULT,ACT4B,22,36.4,Ardrey Kell High School
19,2018,600302,09-12,,WHTE,ACT4B,450,47.1,Ardrey Kell High School
20,2018,600302,09-12,,EDS,ACT4B,53,13.2,Ardrey Kell High School
21,2018,600302,09-12,,ELS,ACT4B,44,13.6,Ardrey Kell High School
22,2018,600302,09-12,,SWD,ACT4B,33,15.2,Ardrey Kell High School
23,2018,600302,09-12,,AIG,ACT4B,156,83.3,Ardrey Kell High School
24,2018,600302,09-12,,ALL,ACT5B,770,36.8,Ardrey Kell High School
25,2018,600302,09-12,,FEM,ACT5B,354,44.1,Ardrey Kell High School
26,2018,600302,09-12,,MALE,ACT5B,416,30.5,Ardrey Kell High School
27,2018,600302,09-12,,ASIA,ACT5B,145,55.9,Ardrey Kell High School
28,2018,600302,09-12,,BLCK,ACT5B,86,16.3,Ardrey Kell High School
29,2018,600302,09-12,,HISP,ACT5B,64,18.8,Ardrey Kell High School
30,2018,600302,09-12,,MULT,ACT5B,22,31.8,Ardrey Kell High School
31,2018,600302,09-12,,WHTE,ACT5B,450,37.3,Ardrey Kell High School
32,2018,600302,09-12,,EDS,ACT5B,53,9.4,Ardrey Kell High School
33,2018,600302,09-12,,ELS,ACT5B,43,9.3,Ardrey Kell High School
34,2018,600302,09-12,,SWD,ACT5B,33,5,Ardrey Kell High School
35,2018,600302,09-12,,AIG,ACT5B,156,73.1,Ardrey Kell High School
36,2018,600302,09-12,,ALL,ACTALL,3854,64.6,Ardrey Kell High School
37,2018,600302,09-12,,FEM,ACTALL,1774,68.2,Ardrey Kell High School
38,2018,600302,09-12,,MALE,ACTALL,2080,61.6,Ardrey Kell High School
39,2018,600302,09-12,,ASIA,ACTALL,725,78.8,Ardrey Kell High School
40,2018,600302,09-12,,BLCK,ACTALL,430,45.8,Ardrey Kell High School
41,2018,600302,09-12,,HISP,ACTALL,324,37.7,Ardrey Kell High School
42,2018,600302,09-12,,MULT,ACTALL,110,60.0,Ardrey Kell High School
43,2018,600302,09-12,,WHTE,ACTALL,2250,67.8,Ardrey Kell High School
44,2018,600302,09-12,,EDS,ACTALL,265,37.0,Ardrey Kell High School
45,2018,600302,09-12,,ELS,ACTALL,219,33.3,Ardrey Kell High School
46,2018,600302,09-12,,SWD,ACTALL,165,27.3,Ardrey Kell High School
47,2018,600302,09-12,,AIG,ACTALL,780,91.4,Ardrey Kell High School
48,2018,600302,09-12,,ALL,ACTEN,771,75.4,Ardrey Kell High School
49,2018,600302,09-12,,FEM,ACTEN,355,78.6,Ardrey Kell High School
50,2018,600302,09-12,,MALE,ACTEN,416,72.6,Ardrey Kell High School
51,2018,600302,09-12,,ASIA,ACTEN,145,86.9,Ardrey Kell High School
52,2018,600302,09-12,,BLCK,ACTEN,86,59.3,Ardrey Kell High School
53,2018,600302,09-12,,HISP,ACTEN,65,43.1,Ardrey Kell High School
54,2018,600302,09-12,,MULT,ACTEN,22,72.7,Ardrey Kell High School
55,2018,600302,09-12,,WHTE,ACTEN,450,79.6,Ardrey Kell High School
56,2018,600302,09-12,,EDS,ACTEN,53,49.1,Ardrey Kell High School
57,2018,600302,09-12,,ELS,ACTEN,44,36.4,Ardrey Kell High School
58,2018,600302,09-12,,SWD,ACTEN,33,39.4,Ardrey Kell High School
59,2018,600302,09-12,,AIG,ACTEN,156,95,Ardrey Kell High School
60,2018,600302,09-12,,ALL,ACTMA,771,65.2,Ardrey Kell High School
61,2018,600302,09-12,,FEM,ACTMA,355,65.1,Ardrey Kell High School
62,2018,600302,09-12,,MALE,ACTMA,416,65.4,Ardrey Kell High School
63,2018,600302,09-12,,ASIA,ACTMA,145,86.2,Ardrey Kell High School
64,2018,600302,09-12,,BLCK,ACTMA,86,37.2,Ardrey Kell High School
65,2018,600302,09-12,,HISP,ACTMA,65,32.3,Ardrey Kell High School
66,2018,600302,09-12,,MULT,ACTMA,22,50.0,Ardrey Kell High School
67,2018,600302,09-12,,WHTE,ACTMA,450,69.3,Ardrey Kell High School
68,2018,600302,09-12,,EDS,ACTMA,53,34.0,Ardrey Kell High School
69,2018,600302,09-12,,ELS,ACTMA,44,43.2,Ardrey Kell High School
70,2018,600302,09-12,,SWD,ACTMA,33,21.2,Ardrey Kell High School
71,2018,600302,09-12,,AIG,ACTMA,156,95,Ardrey Kell High School
72,2018,600302,09-12,,ALL,ACTRD,771,63.4,Ardrey Kell High School
73,2018,600302,09-12,,FEM,ACTRD,355,65.9,Ardrey Kell High School
74,2018,600302,09-12,,MALE,ACTRD,416,61.3,Ardrey Kell High School
75,2018,600302,09-12,,ASIA,ACTRD,145,73.1,Ardrey Kell High School
76,2018,600302,09-12,,BLCK,ACTRD,86,48.8,Ardrey Kell High School
77,2018,600302,09-12,,HISP,ACTRD,65,36.9,Ardrey Kell High School
78,2018,600302,09-12,,MULT,ACTRD,22,72.7,Ardrey Kell High School
79,2018,600302,09-12,,WHTE,ACTRD,450,66.4,Ardrey Kell High School
80,2018,600302,09-12,,EDS,ACTRD,53,39.6,Ardrey Kell High School
81,2018,600302,09-12,,ELS,ACTRD,44,22.7,Ardrey Kell High School
82,2018,600302,09-12,,SWD,ACTRD,33,33.3,Ardrey Kell High School
83,2018,600302,09-12,,AIG,ACTRD,156,89.1,Ardrey Kell High School
84,2018,600302,09-12,,ALL,ACTSC,771,56.3,Ardrey Kell High School
85,2018,600302,09-12,,FEM,ACTSC,355,56.3,Ardrey Kell High School
86,2018,600302,09-12,,MALE,ACTSC,416,56.3,Ardrey Kell High School
87,2018,600302,09-12,,ASIA,ACTSC,145,68.3,Ardrey Kell High School
88,2018,600302,09-12,,BLCK,ACTSC,86,32.6,Ardrey Kell High School
89,2018,600302,09-12,,HISP,ACTSC,65,24.6,Ardrey Kell High School
90,2018,600302,09-12,,MULT,ACTSC,22,54.5,Ardrey Kell High School
91,2018,600302,09-12,,WHTE,ACTSC,450,61.8,Ardrey Kell High School
92,2018,600302,09-12,,EDS,ACTSC,53,26.4,Ardrey Kell High School
93,2018,600302,09-12,,ELS,ACTSC,44,29.5,Ardrey Kell High School
94,2018,600302,09-12,,SWD,ACTSC,33,24.2,Ardrey Kell High School
95,2018,600302,09-12,,AIG,ACTSC,156,89.1,Ardrey Kell High School
96,2018,600302,09-12,,ALL,ACTWR,770,62.9,Ardrey Kell High School
97,2018,600302,09-12,,FEM,ACTWR,354,75.1,Ardrey Kell High School
98,2018,600302,09-12,,MALE,ACTWR,416,52.4,Ardrey Kell High School
99,2018,600302,09-12,,ASIA,ACTWR,145,79.3,Ardrey Kell High School
100,2018,600302,09-12,,BLCK,ACTWR,86,51.2,Ardrey Kell High School
101,2018,600302,09-12,,HISP,ACTWR,64,51.6,Ardrey Kell High School
102,2018,600302,09-12,,MULT,ACTWR,22,50.0,Ardrey Kell High School
103,2018,600302,09-12,,WHTE,ACTWR,450,61.8,Ardrey Kell High School
104,2018,600302,09-12,,EDS,ACTWR,53,35.8,Ardrey Kell High School
105,2018,600302,09-12,,ELS,ACTWR,43,34.9,Ardrey Kell High School
106,2018,600302,09-12,,SWD,ACTWR,33,18.2,Ardrey Kell High School
107,2018,600302,09-12,,AIG,ACTWR,156,84.0,Ardrey Kell High School
108,2018,600302,09-12,,ALL,AWA,637,90.3,Ardrey Kell High School
109,2018,600302,09-12,,FEM,AWA,338,92.9,Ardrey Kell High School
110,2018,600302,09-12,,MALE,AWA,299,87.3,Ardrey Kell High School
111,2018,600302,09-12,,ASIA,AWA,116,95,Ardrey Kell High School
112,2018,600302,09-12,,BLCK,AWA,82,70.7,Ardrey Kell High School
113,2018,600302,09-12,,HISP,AWA,53,75.5,Ardrey Kell High School
114,2018,600302,09-12,,MULT,AWA,14,92.9,Ardrey Kell High School
115,2018,600302,09-12,,WHTE,AWA,372,93.8,Ardrey Kell High School
116,2018,600302,09-12,,EDS,AWA,43,67.4,Ardrey Kell High School
117,2018,600302,09-12,,ELS,AWA,22,81.8,Ardrey Kell High School
118,2018,600302,09-12,,SWD,AWA,21,23.8,Ardrey Kell High School
119,2018,600302,09-12,,AIG,AWA,115,95,Ardrey Kell High School
120,2018,600302,09-12,,ALL,BI,787,,Ardrey Kell High School
121,2018,600302,09-12,,FEM,BI,397,,Ardrey Kell High School
122,2018,600302,09-12,,MALE,BI,390,,Ardrey Kell High School
123,2018,600302,09-12,,ASIA,BI,163,,Ardrey Kell High School
124,2018,600302,09-12,,BLCK,BI,92,,Ardrey Kell High School
125,2018,600302,09-12,,HISP,BI,76,,Ardrey Kell High School
126,2018,600302,09-12,,MULT,BI,19,,Ardrey Kell High School
127,2018,600302,09-12,,WHTE,BI,437,,Ardrey Kell High School
128,2018,600302,09-12,,EDS,BI,88,,Ardrey Kell High School
129,2018,600302,09-12,,ELS,BI,48,,Ardrey Kell High School
130,2018,600302,09-12,,SWD,BI,51,,Ardrey Kell High School
131,2018,600302,09-12,,AIG,BI,175,,Ardrey Kell High School
132,2018,600302,09-12,,ALL,CGRE,649,95,Ardrey Kell High School
133,2018,600302,09-12,,FEM,CGRE,311,95,Ardrey Kell High School
134,2018,600302,09-12,,MALE,CGRE,338,95,Ardrey Kell High School
135,2018,600302,09-12,,ASIA,CGRE,93,95,Ardrey Kell High School
136,2018,600302,09-12,,BLCK,CGRE,90,95,Ardrey Kell High School
137,2018,600302,09-12,,HISP,CGRE,49,93.9,Ardrey Kell High School
138,2018,600302,09-12,,MULT,CGRE,13,95,Ardrey Kell High School
139,2018,600302,09-12,,WHTE,CGRE,403,95,Ardrey Kell High School
140,2018,600302,09-12,,EDS,CGRE,62,91.9,Ardrey Kell High School
141,2018,600302,09-12,,SWD,CGRE,42,76.2,Ardrey Kell High School
142,2018,600302,09-12,,AIG,CGRE,158,95,Ardrey Kell High School
143,2018,600302,09-12,,ALL,CGRS,700,95.0,Ardrey Kell High School
144,2018,600302,09-12,,FEM,CGRS,366,95,Ardrey Kell High School
145,2018,600302,09-12,,MALE,CGRS,334,93.4,Ardrey Kell High School
146,2018,600302,09-12,,ASIA,CGRS,127,93.7,Ardrey Kell High School
147,2018,600302,09-12,,BLCK,CGRS,89,95,Ardrey Kell High School
148,2018,600302,09-12,,HISP,CGRS,67,88.1,Ardrey Kell High School
149,2018,600302,09-12,,MULT,CGRS,17,88.2,Ardrey Kell High School
150,2018,600302,09-12,,WHTE,CGRS,400,95,Ardrey Kell High School
151,2018,600302,09-12,,EDS,CGRS,58,82.8,Ardrey Kell High School
152,2018,600302,09-12,,ELS,CGRS,34,73.5,Ardrey Kell High School
153,2018,600302,09-12,,SWD,CGRS,38,71.1,Ardrey Kell High School
154,2018,600302,09-12,,AIG,CGRS,116,95,Ardrey Kell High School
155,2018,600302,09-12,,ALL,E2,829,,Ardrey Kell High School
156,2018,600302,09-12,,FEM,E2,429,,Ardrey Kell High School
157,2018,600302,09-12,,MALE,E2,400,,Ardrey Kell High School
158,2018,600302,09-12,,ASIA,E2,174,,Ardrey Kell High School
159,2018,600302,09-12,,BLCK,E2,91,,Ardrey Kell High School
160,2018,600302,09-12,,HISP,E2,84,,Ardrey Kell High School
161,2018,600302,09-12,,MULT,E2,17,,Ardrey Kell High School
162,2018,600302,09-12,,WHTE,E2,463,,Ardrey Kell High School
163,2018,600302,09-12,,EDS,E2,84,,Ardrey Kell High School
164,2018,600302,09-12,,ELS,E2,43,,Ardrey Kell High School
165,2018,600302,09-12,,SWD,E2,42,,Ardrey Kell High School
166,2018,600302,09-12,,AIG,E2,165,,Ardrey Kell High School
167,2018,600302,09-12,,ALL,ELP,75,65.3,Ardrey Kell High School
168,2018,600302,09-12,,FEM,ELP,33,72.7,Ardrey Kell High School
169,2018,600302,09-12,,MALE,ELP,42,59.5,Ardrey Kell High School
170,2018,600302,09-12,,ASIA,ELP,21,95,Ardrey Kell High School
171,2018,600302,09-12,,HISP,ELP,38,50.0,Ardrey Kell High School
172,2018,600302,09-12,,WHTE,ELP,14,57.1,Ardrey Kell High School
173,2018,600302,09-12,,EDS,ELP,24,45.8,Ardrey Kell High School
174,2018,600302,09-12,,ELS,ELP,75,65.3,Ardrey Kell High School
175,2018,600302,09-12,,SWD,ELP,14,21.4,Ardrey Kell High School
176,2018,600302,09-12,,ALL,EOC,2464,,Ardrey Kell High School
177,2018,600302,09-12,,FEM,EOC,1245,,Ardrey Kell High School
178,2018,600302,09-12,,MALE,EOC,1219,,Ardrey Kell High School
179,2018,600302,09-12,,ASIA,EOC,498,,Ardrey Kell High School
180,2018,600302,09-12,,BLCK,EOC,279,,Ardrey Kell High School
181,2018,600302,09-12,,HISP,EOC,249,,Ardrey Kell High School
182,2018,600302,09-12,,MULT,EOC,61,,Ardrey Kell High School
183,2018,600302,09-12,,WHTE,EOC,1375,,Ardrey Kell High School
184,2018,600302,09-12,,EDS,EOC,265,,Ardrey Kell High School
185,2018,600302,09-12,,ELS,EOC,139,,Ardrey Kell High School
186,2018,600302,09-12,,SWD,EOC,140,,Ardrey Kell High School
187,2018,600302,09-12,,AIG,EOC,537,,Ardrey Kell High School
188,2018,600302,09-12,,ALL,M1,848,,Ardrey Kell High School
189,2018,600302,09-12,,FEM,M1,419,,Ardrey Kell High School
190,2018,600302,09-12,,MALE,M1,429,,Ardrey Kell High School
191,2018,600302,09-12,,ASIA,M1,164,,Ardrey Kell High School
192,2018,600302,09-12,,BLCK,M1,99,,Ardrey Kell High School
193,2018,600302,09-12,,HISP,M1,95,,Ardrey Kell High School
194,2018,600302,09-12,,MULT,M1,25,,Ardrey Kell High School
195,2018,600302,09-12,,WHTE,M1,475,,Ardrey Kell High School
196,2018,600302,09-12,,EDS,M1,94,,Ardrey Kell High School
197,2018,600302,09-12,,ELS,M1,58,,Ardrey Kell High School
198,2018,600302,09-12,,SWD,M1,52,,Ardrey Kell High School
199,2018,600302,09-12,,AIG,M1,197,,Ardrey Kell High School
200,2018,600302,09-12,,ALL,MCR,700,94.4,Ardrey Kell High School
201,2018,600302,09-12,,FEM,MCR,368,95,Ardrey Kell High School
202,2018,600302,09-12,,MALE,MCR,332,92.8,Ardrey Kell High School
203,2018,600302,09-12,,ASIA,MCR,123,95,Ardrey Kell High School
204,2018,600302,09-12,,BLCK,MCR,95,90.5,Ardrey Kell High School
205,2018,600302,09-12,,HISP,MCR,63,90.5,Ardrey Kell High School
206,2018,600302,09-12,,MULT,MCR,15,95,Ardrey Kell High School
207,2018,600302,09-12,,WHTE,MCR,404,94.3,Ardrey Kell High School
208,2018,600302,09-12,,EDS,MCR,59,81.4,Ardrey Kell High School
209,2018,600302,09-12,,ELS,MCR,40,87.5,Ardrey Kell High School
210,2018,600302,09-12,,SWD,MCR,53,39.6,Ardrey Kell High School
211,2018,600302,09-12,,AIG,MCR,116,95,Ardrey Kell High School
212,2018,600302,09-12,,ALL,PCALL,2464,,Ardrey Kell High School
213,2018,600302,09-12,,FEM,PCALL,1245,,Ardrey Kell High School
214,2018,600302,09-12,,MALE,PCALL,1219,,Ardrey Kell High School
215,2018,600302,09-12,,ASIA,PCALL,498,,Ardrey Kell High School
216,2018,600302,09-12,,BLCK,PCALL,279,,Ardrey Kell High School
217,2018,600302,09-12,,HISP,PCALL,249,,Ardrey Kell High School
218,2018,600302,09-12,,MULT,PCALL,61,,Ardrey Kell High School
219,2018,600302,09-12,,WHTE,PCALL,1375,,Ardrey Kell High School
220,2018,600302,09-12,,EDS,PCALL,265,,Ardrey Kell High School
221,2018,600302,09-12,,ELS,PCALL,139,,Ardrey Kell High School
222,2018,600302,09-12,,SWD,PCALL,140,,Ardrey Kell High School
223,2018,600302,09-12,,AIG,PCALL,537,,Ardrey Kell High School
224,2018,600302,09-12,,ALL,WK,154,89.0,Ardrey Kell High School
225,2018,600302,09-12,,FEM,WK,62,95,Ardrey Kell High School
226,2018,600302,09-12,,MALE,WK,92,84.8,Ardrey Kell High School
227,2018,600302,09-12,,ASIA,WK,23,95,Ardrey Kell High School
228,2018,600302,09-12,,BLCK,WK,15,80.0,Ardrey Kell High School
229,2018,600302,09-12,,HISP,WK,11,90.9,Ardrey Kell High School
230,2018,600302,09-12,,WHTE,WK,102,88.2,Ardrey Kell High School
231,2018,600302,09-12,,AIG,WK,27,95,Ardrey Kell High School
232,2018,600312,09-12,,ALL,ACT,630,77.0,William Amos Hough High School
233,2018,600312,09-12,,FEM,ACT,323,82.0,William Amos Hough High School
234,2018,600312,09-12,,MALE,ACT,307,71.7,William Amos Hough High School
235,2018,600312,09-12,,ASIA,ACT,14,92.9,William Amos Hough High School
236,2018,600312,09-12,,BLCK,ACT,68,48.5,William Amos Hough High School
237,2018,600312,09-12,,HISP,ACT,64,56.3,William Amos Hough High School
238,2018,600312,09-12,,MULT,ACT,18,61.1,William Amos Hough High School
239,2018,600312,09-12,,WHTE,ACT,465,84.1,William Amos Hough High School
240,2018,600312,09-12,,EDS,ACT,81,45.7,William Amos Hough High School
241,2018,600312,09-12,,ELS,ACT,22,40.9,William Amos Hough High School
242,2018,600312,09-12,,SWD,ACT,31,25.8,William Amos Hough High School
243,2018,600312,09-12,,AIG,ACT,101,95,William Amos Hough High School
244,2018,600312,09-12,,ALL,ACT4B,630,29.7,William Amos Hough High School
245,2018,600312,09-12,,FEM,ACT4B,323,35.3,William Amos Hough High School
246,2018,600312,09-12,,MALE,ACT4B,307,23.8,William Amos Hough High School
247,2018,600312,09-12,,ASIA,ACT4B,14,21.4,William Amos Hough High School
248,2018,600312,09-12,,BLCK,ACT4B,68,10.3,William Amos Hough High School
249,2018,600312,09-12,,HISP,ACT4B,64,17.2,William Amos Hough High School
250,2018,600312,09-12,,MULT,ACT4B,18,22.2,William Amos Hough High School
251,2018,600312,09-12,,WHTE,ACT4B,465,34.8,William Amos Hough High School
252,2018,600312,09-12,,EDS,ACT4B,81,8.6,William Amos Hough High School
253,2018,600312,09-12,,ELS,ACT4B,22,5,William Amos Hough High School
254,2018,600312,09-12,,SWD,ACT4B,31,6.5,William Amos Hough High School
255,2018,600312,09-12,,AIG,ACT4B,101,82.2,William Amos Hough High School
256,2018,600312,09-12,,ALL,ACT5B,628,23.7,William Amos Hough High School
257,2018,600312,09-12,,FEM,ACT5B,322,30.7,William Amos Hough High School
258,2018,600312,09-12,,MALE,ACT5B,306,16.3,William Amos Hough High School
259,2018,600312,09-12,,ASIA,ACT5B,14,21.4,William Amos Hough High School
260,2018,600312,09-12,,BLCK,ACT5B,68,5,William Amos Hough High School
261,2018,600312,09-12,,HISP,ACT5B,63,12.7,William Amos Hough High School
262,2018,600312,09-12,,MULT,ACT5B,18,22.2,William Amos Hough High School
263,2018,600312,09-12,,WHTE,ACT5B,464,28.4,William Amos Hough High School
264,2018,600312,09-12,,EDS,ACT5B,80,5.0,William Amos Hough High School
265,2018,600312,09-12,,ELS,ACT5B,21,5,William Amos Hough High School
266,2018,600312,09-12,,SWD,ACT5B,31,6.5,William Amos Hough High School
267,2018,600312,09-12,,AIG,ACT5B,100,71.0,William Amos Hough High School
268,2018,600312,09-12,,ALL,ACTALL,3152,49.2,William Amos Hough High School
269,2018,600312,09-12,,FEM,ACTALL,1614,56.7,William Amos Hough High School
270,2018,600312,09-12,,MALE,ACTALL,1538,41.3,William Amos Hough High School
271,2018,600312,09-12,,ASIA,ACTALL,70,48.6,William Amos Hough High School
272,2018,600312,09-12,,BLCK,ACTALL,340,20.3,William Amos Hough High School
273,2018,600312,09-12,,HISP,ACTALL,323,33.1,William Amos Hough High School
274,2018,600312,09-12,,MULT,ACTALL,90,40.0,William Amos Hough High School
275,2018,600312,09-12,,WHTE,ACTALL,2324,56.0,William Amos Hough High School
276,2018,600312,09-12,,EDS,ACTALL,408,19.6,William Amos Hough High School
277,2018,600312,09-12,,ELS,ACTALL,109,13.8,William Amos Hough High School
278,2018,600312,09-12,,SWD,ACTALL,155,13.5,William Amos Hough High School
279,2018,600312,09-12,,AIG,ACTALL,504,91.3,William Amos Hough High School
280,2018,600312,09-12,,ALL,ACTEN,631,60.2,William Amos Hough High School
281,2018,600312,09-12,,FEM,ACTEN,323,67.2,William Amos Hough High School
282,2018,600312,09-12,,MALE,ACTEN,308,52.9,William Amos Hough High School
283,2018,600312,09-12,,ASIA,ACTEN,14,50.0,William Amos Hough High School
284,2018,600312,09-12,,BLCK,ACTEN,68,26.5,William Amos Hough High School
285,2018,600312,09-12,,HISP,ACTEN,65,38.5,William Amos Hough High School
286,2018,600312,09-12,,MULT,ACTEN,18,50.0,William Amos Hough High School
287,2018,600312,09-12,,WHTE,ACTEN,465,68.8,William Amos Hough High School
288,2018,600312,09-12,,EDS,ACTEN,82,25.6,William Amos Hough High School
289,2018,600312,09-12,,ELS,ACTEN,22,22.7,William Amos Hough High School
290,2018,600312,09-12,,SWD,ACTEN,31,16.1,William Amos Hough High School
291,2018,600312,09-12,,AIG,ACTEN,101,95,William Amos Hough High School
292,2018,600312,09-12,,ALL,ACTMA,630,47.3,William Amos Hough High School
293,2018,600312,09-12,,FEM,ACTMA,323,50.5,William Amos Hough High School
294,2018,600312,09-12,,MALE,ACTMA,307,44.0,William Amos Hough High School
295,2018,600312,09-12,,ASIA,ACTMA,14,71.4,William Amos Hough High School
296,2018,600312,09-12,,BLCK,ACTMA,68,16.2,William Amos Hough High School
297,2018,600312,09-12,,HISP,ACTMA,64,40.6,William Amos Hough High School
298,2018,600312,09-12,,MULT,ACTMA,18,27.8,William Amos Hough High School
299,2018,600312,09-12,,WHTE,ACTMA,465,52.7,William Amos Hough High School
300,2018,600312,09-12,,EDS,ACTMA,81,18.5,William Amos Hough High School
301,2018,600312,09-12,,ELS,ACTMA,22,22.7,William Amos Hough High School
302,2018,600312,09-12,,SWD,ACTMA,31,12.9,William Amos Hough High School
303,2018,600312,09-12,,AIG,ACTMA,101,95,William Amos Hough High School
304,2018,600312,09-12,,ALL,ACTRD,631,48.5,William Amos Hough High School
305,2018,600312,09-12,,FEM,ACTRD,323,58.2,William Amos Hough High School
306,2018,600312,09-12,,MALE,ACTRD,308,38.3,William Amos Hough High School
307,2018,600312,09-12,,ASIA,ACTRD,14,28.6,William Amos Hough High School
308,2018,600312,09-12,,BLCK,ACTRD,68,23.5,William Amos Hough High School
309,2018,600312,09-12,,HISP,ACTRD,65,27.7,William Amos Hough High School
310,2018,600312,09-12,,MULT,ACTRD,18,38.9,William Amos Hough High School
311,2018,600312,09-12,,WHTE,ACTRD,465,55.9,William Amos Hough High School
312,2018,600312,09-12,,EDS,ACTRD,82,19.5,William Amos Hough High School
313,2018,600312,09-12,,ELS,ACTRD,22,5,William Amos Hough High School
314,2018,600312,09-12,,SWD,ACTRD,31,12.9,William Amos Hough High School
315,2018,600312,09-12,,AIG,ACTRD,101,91.1,William Amos Hough High School
316,2018,600312,09-12,,ALL,ACTSC,631,41.5,William Amos Hough High School
317,2018,600312,09-12,,FEM,ACTSC,323,45.8,William Amos Hough High School
318,2018,600312,09-12,,MALE,ACTSC,308,37.0,William Amos Hough High School
319,2018,600312,09-12,,ASIA,ACTSC,14,35.7,William Amos Hough High School
320,2018,600312,09-12,,BLCK,ACTSC,68,17.6,William Amos Hough High School
321,2018,600312,09-12,,HISP,ACTSC,65,27.7,William Amos Hough High School
322,2018,600312,09-12,,MULT,ACTSC,18,33.3,William Amos Hough High School
323,2018,600312,09-12,,WHTE,ACTSC,465,47.5,William Amos Hough High School
324,2018,600312,09-12,,EDS,ACTSC,82,13.4,William Amos Hough High School
325,2018,600312,09-12,,ELS,ACTSC,22,13.6,William Amos Hough High School
326,2018,600312,09-12,,SWD,ACTSC,31,12.9,William Amos Hough High School
327,2018,600312,09-12,,AIG,ACTSC,101,88.1,William Amos Hough High School
328,2018,600312,09-12,,ALL,ACTWR,629,48.3,William Amos Hough High School
329,2018,600312,09-12,,FEM,ACTWR,322,61.8,William Amos Hough High School
330,2018,600312,09-12,,MALE,ACTWR,307,34.2,William Amos Hough High School
331,2018,600312,09-12,,ASIA,ACTWR,14,57.1,William Amos Hough High School
332,2018,600312,09-12,,BLCK,ACTWR,68,17.6,William Amos Hough High School
333,2018,600312,09-12,,HISP,ACTWR,64,31.3,William Amos Hough High School
334,2018,600312,09-12,,MULT,ACTWR,18,50.0,William Amos Hough High School
335,2018,600312,09-12,,WHTE,ACTWR,464,55.0,William Amos Hough High School
336,2018,600312,09-12,,EDS,ACTWR,81,21.0,William Amos Hough High School
337,2018,600312,09-12,,ELS,ACTWR,21,9.5,William Amos Hough High School
338,2018,600312,09-12,,SWD,ACTWR,31,12.9,William Amos Hough High School
339,2018,600312,09-12,,AIG,ACTWR,100,81.0,William Amos Hough High School
340,2018,600312,09-12,,ALL,AWA,586,83.1,William Amos Hough High School
341,2018,600312,09-12,,FEM,AWA,309,83.2,William Amos Hough High School
342,2018,600312,09-12,,MALE,AWA,277,83.0,William Amos Hough High School
343,2018,600312,09-12,,ASIA,AWA,18,88.9,William Amos Hough High School
344,2018,600312,09-12,,BLCK,AWA,53,64.2,William Amos Hough High School
345,2018,600312,09-12,,HISP,AWA,42,57.1,William Amos Hough High School
346,2018,600312,09-12,,MULT,AWA,13,76.9,William Amos Hough High School
347,2018,600312,09-12,,WHTE,AWA,456,87.7,William Amos Hough High School
348,2018,600312,09-12,,EDS,AWA,59,59.3,William Amos Hough High School
349,2018,600312,09-12,,ELS,AWA,18,50.0,William Amos Hough High School
350,2018,600312,09-12,,SWD,AWA,22,77.3,William Amos Hough High School
351,2018,600312,09-12,,AIG,AWA,100,95,William Amos Hough High School
352,2018,600312,09-12,,ALL,BI,633,,William Amos Hough High School
353,2018,600312,09-12,,FEM,BI,324,,William Amos Hough High School
354,2018,600312,09-12,,MALE,BI,309,,William Amos Hough High School
355,2018,600312,09-12,,ASIA,BI,13,,William Amos Hough High School
356,2018,600312,09-12,,BLCK,BI,49,,William Amos Hough High School
357,2018,600312,09-12,,HISP,BI,66,,William Amos Hough High School
358,2018,600312,09-12,,MULT,BI,21,,William Amos Hough High School
359,2018,600312,09-12,,WHTE,BI,483,,William Amos Hough High School
360,2018,600312,09-12,,EDS,BI,75,,William Amos Hough High School
361,2018,600312,09-12,,ELS,BI,22,,William Amos Hough High School
362,2018,600312,09-12,,SWD,BI,34,,William Amos Hough High School
363,2018,600312,09-12,,AIG,BI,137,,William Amos Hough High School
364,2018,600312,09-12,,ALL,CGRE,595,93.4,William Amos Hough High School
