Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),EL
NC,Charlotte-Mecklenburg Schools,NC,William Amos Hough High,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,2,-,-,26,22,75,4,129,19,5,6
NC,Charlotte-Mecklenburg Schools,NC,Garinger High,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,2,24,1,148,159,9,7,350,44,7,99
NC,Charlotte-Mecklenburg Schools,NC,Garinger High,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,-,10,-,119,123,17,8,277,32,6,75
NC,Charlotte-Mecklenburg Schools,NC,Charlotte Engineering Early College-UNCC,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,-,-,-,1,-,3,-,4,-,3,-
NC,Charlotte-Mecklenburg Schools,NC,Charlotte Engineering Early College-UNCC,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,-,-,-,-,4,-,-,4,-,1,-
NC,Charlotte-Mecklenburg Schools,NC,eLearning Academy,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,-,-,-,5,4,7,2,18,1,1,1
NC,Charlotte-Mecklenburg Schools,NC,eLearning Academy,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,-,3,-,1,8,9,2,23,3,-,-
NC,Charlotte-Mecklenburg Schools,NC,Turning Point Academy,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,1,1,-,27,215,18,6,268,52,16,12
NC,Charlotte-Mecklenburg Schools,NC,Turning Point Academy,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,-,2,-,9,71,6,-,88,8,5,3
NC,Charlotte-Mecklenburg Schools,NC,Cochrane Collegiate Academy,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,1,-,-,39,43,6,2,91,8,4,15
NC,Charlotte-Mecklenburg Schools,NC,Cochrane Collegiate Academy,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,1,1,1,25,35,3,-,66,5,-,11
NC,Charlotte-Mecklenburg Schools,NC,East Mecklenburg High,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,-,13,1,53,96,25,7,195,24,6,31
NC,Charlotte-Mecklenburg Schools,NC,East Mecklenburg High,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,-,6,-,43,75,20,9,153,11,5,14
NC,Charlotte-Mecklenburg Schools,NC,Harding University High,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,-,6,1,165,196,10,9,387,49,10,97
NC,Charlotte-Mecklenburg Schools,NC,Harding University High,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,1,1,-,125,178,7,4,316,26,7,70
NC,Charlotte-Mecklenburg Schools,NC,Independence High,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,3,21,-,117,90,58,5,294,43,7,60
NC,Charlotte-Mecklenburg Schools,NC,Independence High,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,3,6,-,99,81,64,9,262,24,3,35
NC,Charlotte-Mecklenburg Schools,NC,Metro School,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,-,3,-,14,26,7,3,53,52,-,10
NC,Charlotte-Mecklenburg Schools,NC,Metro School,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,-,1,-,15,28,4,-,48,48,-,10
NC,Charlotte-Mecklenburg Schools,NC,Myers Park High,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,2,6,-,61,124,79,8,280,41,5,32
NC,Charlotte-Mecklenburg Schools,NC,Myers Park High,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,-,4,-,34,140,96,5,279,33,10,17
NC,Charlotte-Mecklenburg Schools,NC,North Mecklenburg High,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,1,3,-,72,136,31,9,252,41,8,28
NC,Charlotte-Mecklenburg Schools,NC,North Mecklenburg High,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,-,6,-,80,202,42,9,339,31,13,26
NC,Charlotte-Mecklenburg Schools,NC,Northwest School of the Arts,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,-,-,-,2,5,3,1,11,-,-,1
NC,Charlotte-Mecklenburg Schools,NC,Northwest School of the Arts,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,-,-,-,2,21,20,2,45,4,2,-
NC,Charlotte-Mecklenburg Schools,NC,South Mecklenburg High,3.70297E+11,2017,Students absent 15 or more school dates during school year,M,1,4,-,149,101,70,13,338,37,9,65
NC,Charlotte-Mecklenburg Schools,NC,South Mecklenburg High,3.70297E+11,2017,Students absent 15 or more school dates during school year,F,1,3,-,139,95,64,10,312,27,5,52
