District Name,School Code,School Name,SBE District,EVAAS Growth Status,Percent Participation,ACT Percent,ACT WorkKeys Percent,Passing Math III Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project
Wake County Schools,920470,Lead Mine Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920471,Leesville Road Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920472,Ligon Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920473,Leesville Road High,North Central Region,Exceeded,87.8,75.4,90.9,94.6,92.1,93.1,N
Wake County Schools,920474,Lake Myra Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920476,Lincoln Heights Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920480,Lockhart Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920484,Lufkin Road Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920488,Lynn Road Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920492,Martin Middle,North Central Region,Met,100.0,,,,,,
Wake County Schools,920494,Middle Creek Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920495,Middle Creek High,North Central Region,Exceeded,70.0,75.8,94.4,93.7,92.9,90.7,N
Wake County Schools,920496,Millbrook Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920500,Millbrook High,North Central Region,Exceeded,81.4,72.2,81.7,90.4,88.9,91.9,N
Wake County Schools,920501,Mills Park Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920502,Mills Park Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920504,Morrisville Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920506,Moore Square Museum Magnet Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920508,Mount Vernon,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920512,North Garner Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920514,North Forest Pines Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920516,North Ridge Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920520,Northwoods Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920522,Oak Grove Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920523,Olive Chapel Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920524,Olds Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920525,Partnership Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920526,Panther Creek High,North Central Region,Exceeded,95.7,87.0,87.0,95.0,95.0,95.0,N
Wake County Schools,920528,Phillips High,North Central Region,Met,50.0,10.9,,63.4,73.3,78.8,N
Wake County Schools,920530,Penny Road Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920531,Pleasant Union Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920532,Poe Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920536,Powell Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920540,Rand Road Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920542,Reedy Creek Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920543,Richland Creek Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920544,Rolesville Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920545,Rolesville Middle,North Central Region,Met,100.0,,,,,,
Wake County Schools,920546,Rolesville High,North Central Region,Met,61.5,51.2,70.4,94.9,94.5,,N
Wake County Schools,920548,Root Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920550,Salem Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920551,Salem Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920552,Sanderson High,North Central Region,Exceeded,74.4,66.3,86.8,86.8,89.1,83.9,N
Wake County Schools,920554,Sanford Creek Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920557,Scotts Ridge Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920560,Smith Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920562,Southeast Raleigh High,North Central Region,Exceeded,71.4,35.2,75.4,82.6,85.3,86.2,N
Wake County Schools,920564,Stough Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920568,Swift Creek Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920569,Sycamore Creek Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920570,Timber Drive Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920571,Turner Creek Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920572,Underwood Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920576,Vance Elementary,North Central Region,Met,86.7,,,,,,
Wake County Schools,920580,Vandora Springs Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920581,Vernon Malone College and Career Academy,North Central Region,Met,100.0,68.4,85.7,95.0,95.0,95.0,N
Wake County Schools,920582,Wake STEM Early College High School,North Central Region,Met,100.0,90.2,,95.0,95.0,,N
Wake County Schools,920583,Wake Early College of Health and Science,North Central Region,Exceeded,100.0,82.6,,95.0,95.0,95.0,N
Wake County Schools,920584,Wake Forest Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920585,Wake Young Men's Leadership Academy,North Central Region,Met,100.0,57.1,,95.0,,,N
Wake County Schools,920586,Wake Young Women's Leadership Academy,North Central Region,Met,94.7,78.6,,95.0,,,N
Wake County Schools,920588,Wake Forest High School,North Central Region,Exceeded,100.0,70.6,85.4,90.5,94.1,91.8,N
Wake County Schools,920592,Wake Forest Middle School,North Central Region,Met,100.0,,,,,,
Wake County Schools,920593,Wakefield Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920594,Wakefield Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920595,Wakefield High,North Central Region,Exceeded,78.7,70.7,80.0,91.0,89.9,91.6,N
Wake County Schools,920596,Washington Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920597,Wakelon Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920598,Weatherstone Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920599,Walnut Creek Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920600,Wendell Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920601,Wendell Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920604,West Cary Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920606,West Lake Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920607,West Lake Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920608,West Millbrook Middle,North Central Region,Met,92.9,,,,,,
Wake County Schools,920616,Wilburn Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920618,Wildwood Forest Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920620,Wiley Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920624,Willow Springs Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920626,Yates Mill Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920628,York Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920632,Zebulon Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920636,Zebulon Middle,North Central Region,Met,100.0,,,,,,
Warren County Schools,930,Warren County Schools,North Central Region,,97.7,36.3,52.6,95.0,70.4,75.8,
Warren County Schools,930330,Mariam Boyd Elementary,North Central Region,Met,100.0,,,,,,
Warren County Schools,930340,Northside K-8,North Central Region,NotMet,100.0,,,,,,
Warren County Schools,930344,South Warren Elementary,North Central Region,Met,100.0,,,,,,
Warren County Schools,930348,Vaughan Elementary,North Central Region,Met,100.0,,,,,,
Warren County Schools,930352,Warren County High,North Central Region,NotMet,84.2,26.0,52.6,95.0,64.5,70.2,N
Warren County Schools,930354,Warren County Middle,North Central Region,NotMet,90.0,,,,,,
Warren County Schools,930360,Warren Early College High,North Central Region,Met,100.0,65.0,,95.0,80.0,73.9,N
Warren County Schools,930700,Warren New Tech High,North Central Region,NotMet,100.0,42.1,,95.0,88.1,92.7,N
Washington County Schools,940,Washington County Schools,Northeast Region,,100.0,23.9,66.7,95.0,80.3,88.4,
Washington County Schools,940306,Creswell Elementary,Northeast Region,NotMet,100.0,,,,,,
Washington County Schools,940308,Creswell High,Northeast Region,NotMet,100.0,35.3,50.0,95.0,93.8,93.1,Y
Washington County Schools,940314,Pines Elementary,Northeast Region,NotMet,100.0,,,,,,
Washington County Schools,940316,Plymouth High,Northeast Region,NotMet,100.0,21.1,90.9,95.0,75.3,87.2,Y
Washington County Schools,940328,Washington County Union,Northeast Region,NotMet,100.0,,,,,,
Watauga County Schools,950,Watauga County Schools,Northwest Region,,98.1,78.3,78.0,95.0,90.8,89.2,
Watauga County Schools,950308,Bethel Elementary,Northwest Region,NotMet,100.0,,,,,,
Watauga County Schools,950312,Blowing Rock Elementary,Northwest Region,Met,100.0,,,,,,
Watauga County Schools,950316,Cove Creek Elementary,Northwest Region,NotMet,100.0,,,,,,
Watauga County Schools,950320,Green Valley Elementary,Northwest Region,Met,100.0,,,,,,
Watauga County Schools,950322,Hardin Park Elementary,Northwest Region,Met,100.0,,,,,,
Watauga County Schools,950324,Mabel Elementary,Northwest Region,Met,100.0,,,,,,
Watauga County Schools,950328,Parkway Elementary,Northwest Region,Exceeded,100.0,,,,,,
Watauga County Schools,950332,Valle Crucis Elementary,Northwest Region,Met,100.0,,,,,,
Watauga County Schools,950336,Watauga High,Northwest Region,NotMet,96.7,78.3,78.0,95.0,90.8,89.2,N
Watauga County Schools,950338,Watauga Innovation Academy,Northwest Region,,,,,,,,N
Wayne County Public Schools,960,Wayne County Public Schools,Southeast Region,,100.0,49.8,85.4,95.0,83.8,86.6,
Wayne County Public Schools,960312,Brogden Middle,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960314,Brogden Primary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960316,Carver Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960318,Carver Heights Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960324,Charles B Aycock High,Southeast Region,NotMet,100.0,59.2,95.0,95.0,86.4,89.4,N
Wayne County Public Schools,960326,Dillard Middle,Southeast Region,NotMet,100.0,,,,,,
Wayne County Public Schools,960329,Eastern Wayne Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960330,Eastern Wayne High,Southeast Region,NotMet,100.0,42.4,83.7,95.0,88.6,90.6,N
Wayne County Public Schools,960331,Eastern Wayne Middle,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960332,Edgewood Cmty Developmental,Southeast Region,,100.0,,,,,,N
Wayne County Public Schools,960334,Fremont STARS Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960335,Goldsboro High,Southeast Region,NotMet,81.3,23.9,62.5,95.0,74.3,80.4,N
Wayne County Public Schools,960336,Grantham,Southeast Region,Exceeded,100.0,,,,,,
Wayne County Public Schools,960338,Grantham Middle,Southeast Region,NotMet,100.0,,,,,,
Wayne County Public Schools,960340,Greenwood Middle,Southeast Region,Exceeded,100.0,,,,,,
Wayne County Public Schools,960344,Meadow Lane Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960348,Mount Olive Middle,Southeast Region,Exceeded,100.0,,,,,,
Wayne County Public Schools,960360,Norwayne Middle,Southeast Region,Exceeded,100.0,,,,,,
Wayne County Public Schools,960370,Rosewood Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960372,Rosewood High,Southeast Region,Met,100.0,56.6,77.4,95.0,88.9,92.2,N
Wayne County Public Schools,960374,Rosewood Middle,Southeast Region,NotMet,100.0,,,,,,
Wayne County Public Schools,960376,School Street Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960380,Southern Wayne High,Southeast Region,NotMet,100.0,39.9,83.1,95.0,82.6,81.7,N
Wayne County Public Schools,960382,Spring Creek Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960386,Spring Creek High,Southeast Region,Exceeded,100.0,46.6,86.3,95.0,85.7,85.7,N
Wayne County Public Schools,960387,Spring Creek Middle,Southeast Region,Exceeded,100.0,,,,,,
Wayne County Public Schools,960388,Tommy's Road Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960390,North Drive Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960450,Northeast Elementary,Southeast Region,NotMet,100.0,,,,,,
Wayne County Public Schools,960454,Northwest Elementary,Southeast Region,Met,100.0,,,,,,
Wayne County Public Schools,960488,Wayne Middle / High Academy,Southeast Region,NotMet,22.2,5.0,,,,,N
Wayne County Public Schools,960490,Wayne Early / Middle College High,Southeast Region,Exceeded,100.0,95.0,,95.0,95.0,95.0,N
Wayne County Public Schools,960700,Wayne School of Engineering,Southeast Region,Met,100.0,84.1,92.3,95.0,95.0,95.0,N
Wilkes County Schools,970,Wilkes County Schools,Northwest Region,,98.5,59.5,73.6,94.8,87.6,88.3,
Wilkes County Schools,970308,Boomer-Ferguson Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970310,C B Eller Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970312,C C Wright Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970315,Central Wilkes Middle,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970320,East Wilkes High,Northwest Region,NotMet,100.0,61.2,79.4,95.0,83.9,86.2,Y
Wilkes County Schools,970322,East Wilkes Middle,Northwest Region,Exceeded,100.0,,,,,,
Wilkes County Schools,970337,Millers Creek Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970340,Moravian Falls Elementary,Northwest Region,Exceeded,100.0,,,,,,
Wilkes County Schools,970344,Mount Pleasant Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970348,Mountain View Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970352,Mulberry Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970356,North Wilkes High,Northwest Region,Met,100.0,53.5,74.3,92.5,90.9,90.6,Y
Wilkes County Schools,970358,North Wilkes Middle,Northwest Region,NotMet,100.0,,,,,,
Wilkes County Schools,970360,North Wilkesboro Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970368,Roaring River Elementary,Northwest Region,Exceeded,100.0,,,,,,
Wilkes County Schools,970370,Ronda-Clingman Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970376,Traphill Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970388,West Wilkes High,Northwest Region,Exceeded,100.0,66.9,71.6,95.0,92.3,87.5,Y
Wilkes County Schools,970389,West Wilkes Middle,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970390,Wilkes Central High,Northwest Region,NotMet,96.8,53.5,70.2,91.0,84.8,88.5,Y
Wilkes County Schools,970392,Wilkesboro Elementary,Northwest Region,Met,100.0,,,,,,
Wilkes County Schools,970393,Wilkes Early College High,Northwest Region,Met,100.0,71.2,,95.0,91.3,88.0,Y
Wilson County Schools,980,Wilson County Schools,North Central Region,,98.6,53.1,67.2,91.9,73.0,82.7,
Wilson County Schools,980306,Milton M Daniels Learning Cntr,North Central Region,NotMet,100.0,,,,,,N
Wilson County Schools,980308,B O Barnes Elementary,North Central Region,Met,100.0,,,,,,
Wilson County Schools,980317,Charles H Darden Middle,North Central Region,NotMet,100.0,,,,,,
Wilson County Schools,980318,Beddingfield High,North Central Region,NotMet,100.0,42.9,71.4,95.0,66.1,83.3,N
Wilson County Schools,980320,Elm City Elementary,North Central Region,NotMet,100.0,,,,,,
Wilson County Schools,980324,Elm City Middle,North Central Region,NotMet,100.0,,,,,,
Wilson County Schools,980336,Fike High,North Central Region,Met,94.1,57.2,48.4,85.1,76.9,80.6,N
Wilson County Schools,980338,Forest Hills Middle,North Central Region,NotMet,100.0,,,,,,
Wilson County Schools,980340,Gardners Elementary,North Central Region,Exceeded,100.0,,,,,,
Wilson County Schools,980342,James Hunt High,North Central Region,NotMet,100.0,51.5,79.2,93.4,82.3,87.1,N
Wilson County Schools,980344,John W Jones Elementary,North Central Region,NotMet,100.0,,,,,,
Wilson County Schools,980348,Lee Woodard Elementary,North Central Region,Met,100.0,,,,,,
Wilson County Schools,980352,Lucama Elementary,North Central Region,NotMet,100.0,,,,,,
Wilson County Schools,980356,Margaret Hearne Elementary,North Central Region,Met,100.0,,,,,,
Wilson County Schools,980357,Vick Elementary,North Central Region,Met,100.0,,,,,,
Wilson County Schools,980360,New Hope Elementary,North Central Region,Exceeded,100.0,,,,,,
Wilson County Schools,980364,Rock Ridge Elementary,North Central Region,Exceeded,100.0,,,,,,
Wilson County Schools,980380,Speight Middle,North Central Region,NotMet,100.0,,,,,,
Wilson County Schools,980384,Springfield Middle,North Central Region,NotMet,100.0,,,,,,
Wilson County Schools,980388,Stantonsburg Elementary,North Central Region,Met,100.0,,,,,,
Wilson County Schools,980390,Toisnot Middle,North Central Region,NotMet,100.0,,,,,,
Wilson County Schools,980392,Vinson-Bynum Elementary,North Central Region,NotMet,100.0,,,,,,
