,reporting_year,school_code,grade_span,title_1,subgroup,subject,den,total_pct,school_name
27,2019,600302,09-12,,NSWD,ACT4B,718,44.6,Ardrey Kell High School
28,2019,600302,09-12,,ALL,ACT5B,745,34.9,Ardrey Kell High School
29,2019,600302,09-12,,FEM,ACT5B,394,33.2,Ardrey Kell High School
30,2019,600302,09-12,,MALE,ACT5B,351,36.8,Ardrey Kell High School
31,2019,600302,09-12,,ASIA,ACT5B,149,63.8,Ardrey Kell High School
32,2019,600302,09-12,,BLCK,ACT5B,90,11.1,Ardrey Kell High School
33,2019,600302,09-12,,HISP,ACT5B,69,18.8,Ardrey Kell High School
34,2019,600302,09-12,,MULT,ACT5B,18,16.7,Ardrey Kell High School
35,2019,600302,09-12,,WHTE,ACT5B,419,33.2,Ardrey Kell High School
36,2019,600302,09-12,,EDS,ACT5B,74,12.2,Ardrey Kell High School
37,2019,600302,09-12,,ELS,ACT5B,18,5.6,Ardrey Kell High School
38,2019,600302,09-12,,SWD,ACT5B,28,5,Ardrey Kell High School
39,2019,600302,09-12,,AIG,ACT5B,147,71.4,Ardrey Kell High School
40,2019,600302,09-12,,NEDS,ACT5B,671,37.4,Ardrey Kell High School
41,2019,600302,09-12,,NSWD,ACT5B,717,36.3,Ardrey Kell High School
42,2019,600302,09-12,,ALL,ACTALL,3736,61.3,Ardrey Kell High School
43,2019,600302,09-12,,FEM,ACTALL,1970,60.2,Ardrey Kell High School
44,2019,600302,09-12,,MALE,ACTALL,1766,62.6,Ardrey Kell High School
45,2019,600302,09-12,,ASIA,ACTALL,745,83.6,Ardrey Kell High School
46,2019,600302,09-12,,BLCK,ACTALL,450,32.9,Ardrey Kell High School
47,2019,600302,09-12,,HISP,ACTALL,345,42.6,Ardrey Kell High School
48,2019,600302,09-12,,MULT,ACTALL,90,50,Ardrey Kell High School
49,2019,600302,09-12,,WHTE,ACTALL,2106,63,Ardrey Kell High School
50,2019,600302,09-12,,EDS,ACTALL,370,26.2,Ardrey Kell High School
51,2019,600302,09-12,,ELS,ACTALL,90,24.4,Ardrey Kell High School
52,2019,600302,09-12,,SWD,ACTALL,147,10.2,Ardrey Kell High School
53,2019,600302,09-12,,AIG,ACTALL,735,91.6,Ardrey Kell High School
54,2019,600302,09-12,,HMS,ACTALL,10,50,Ardrey Kell High School
55,2019,600302,09-12,,NEDS,ACTALL,3366,65.2,Ardrey Kell High School
56,2019,600302,09-12,,NSWD,ACTALL,3589,63.4,Ardrey Kell High School
57,2019,600302,09-12,,ALL,ACTEN,749,73.2,Ardrey Kell High School
58,2019,600302,09-12,,FEM,ACTEN,394,73.9,Ardrey Kell High School
59,2019,600302,09-12,,MALE,ACTEN,355,72.4,Ardrey Kell High School
60,2019,600302,09-12,,ASIA,ACTEN,149,88.6,Ardrey Kell High School
61,2019,600302,09-12,,BLCK,ACTEN,90,41.1,Ardrey Kell High School
62,2019,600302,09-12,,HISP,ACTEN,69,52.2,Ardrey Kell High School
63,2019,600302,09-12,,MULT,ACTEN,18,66.7,Ardrey Kell High School
64,2019,600302,09-12,,WHTE,ACTEN,423,78.3,Ardrey Kell High School
65,2019,600302,09-12,,EDS,ACTEN,74,33.8,Ardrey Kell High School
66,2019,600302,09-12,,ELS,ACTEN,18,22.2,Ardrey Kell High School
67,2019,600302,09-12,,SWD,ACTEN,31,16.1,Ardrey Kell High School
68,2019,600302,09-12,,AIG,ACTEN,147,95,Ardrey Kell High School
69,2019,600302,09-12,,NEDS,ACTEN,675,77.5,Ardrey Kell High School
70,2019,600302,09-12,,NSWD,ACTEN,718,75.6,Ardrey Kell High School
71,2019,600302,09-12,,ALL,ACTMA,748,58.7,Ardrey Kell High School
72,2019,600302,09-12,,FEM,ACTMA,394,55.3,Ardrey Kell High School
73,2019,600302,09-12,,MALE,ACTMA,354,62.4,Ardrey Kell High School
74,2019,600302,09-12,,ASIA,ACTMA,149,88.6,Ardrey Kell High School
75,2019,600302,09-12,,BLCK,ACTMA,90,33.3,Ardrey Kell High School
76,2019,600302,09-12,,HISP,ACTMA,69,36.2,Ardrey Kell High School
77,2019,600302,09-12,,MULT,ACTMA,18,27.8,Ardrey Kell High School
78,2019,600302,09-12,,WHTE,ACTMA,422,58.5,Ardrey Kell High School
79,2019,600302,09-12,,EDS,ACTMA,74,23,Ardrey Kell High School
80,2019,600302,09-12,,ELS,ACTMA,18,27.8,Ardrey Kell High School
81,2019,600302,09-12,,SWD,ACTMA,30,5,Ardrey Kell High School
82,2019,600302,09-12,,AIG,ACTMA,147,93.9,Ardrey Kell High School
83,2019,600302,09-12,,NEDS,ACTMA,674,62.6,Ardrey Kell High School
84,2019,600302,09-12,,NSWD,ACTMA,718,61,Ardrey Kell High School
85,2019,600302,09-12,,ALL,ACTRD,747,62.9,Ardrey Kell High School
86,2019,600302,09-12,,FEM,ACTRD,394,60.2,Ardrey Kell High School
87,2019,600302,09-12,,MALE,ACTRD,353,66,Ardrey Kell High School
88,2019,600302,09-12,,ASIA,ACTRD,149,84.6,Ardrey Kell High School
89,2019,600302,09-12,,BLCK,ACTRD,90,33.3,Ardrey Kell High School
90,2019,600302,09-12,,HISP,ACTRD,69,46.4,Ardrey Kell High School
91,2019,600302,09-12,,MULT,ACTRD,18,55.6,Ardrey Kell High School
92,2019,600302,09-12,,WHTE,ACTRD,421,64.6,Ardrey Kell High School
93,2019,600302,09-12,,EDS,ACTRD,74,29.7,Ardrey Kell High School
94,2019,600302,09-12,,ELS,ACTRD,18,27.8,Ardrey Kell High School
95,2019,600302,09-12,,SWD,ACTRD,29,10.3,Ardrey Kell High School
96,2019,600302,09-12,,AIG,ACTRD,147,95,Ardrey Kell High School
97,2019,600302,09-12,,NEDS,ACTRD,673,66.6,Ardrey Kell High School
98,2019,600302,09-12,,NSWD,ACTRD,718,65,Ardrey Kell High School
99,2019,600302,09-12,,ALL,ACTSC,747,55.3,Ardrey Kell High School
100,2019,600302,09-12,,FEM,ACTSC,394,50.5,Ardrey Kell High School
101,2019,600302,09-12,,MALE,ACTSC,353,60.6,Ardrey Kell High School
102,2019,600302,09-12,,ASIA,ACTSC,149,77.2,Ardrey Kell High School
103,2019,600302,09-12,,BLCK,ACTSC,90,24.4,Ardrey Kell High School
104,2019,600302,09-12,,HISP,ACTSC,69,37.7,Ardrey Kell High School
105,2019,600302,09-12,,MULT,ACTSC,18,50,Ardrey Kell High School
106,2019,600302,09-12,,WHTE,ACTSC,421,57.2,Ardrey Kell High School
107,2019,600302,09-12,,EDS,ACTSC,74,20.3,Ardrey Kell High School
108,2019,600302,09-12,,ELS,ACTSC,18,16.7,Ardrey Kell High School
109,2019,600302,09-12,,SWD,ACTSC,29,6.9,Ardrey Kell High School
110,2019,600302,09-12,,AIG,ACTSC,147,91.2,Ardrey Kell High School
111,2019,600302,09-12,,NEDS,ACTSC,673,59.1,Ardrey Kell High School
112,2019,600302,09-12,,NSWD,ACTSC,718,57.2,Ardrey Kell High School
113,2019,600302,09-12,,ALL,ACTWR,745,56.4,Ardrey Kell High School
114,2019,600302,09-12,,FEM,ACTWR,394,60.9,Ardrey Kell High School
115,2019,600302,09-12,,MALE,ACTWR,351,51.3,Ardrey Kell High School
116,2019,600302,09-12,,ASIA,ACTWR,149,79.2,Ardrey Kell High School
117,2019,600302,09-12,,BLCK,ACTWR,90,32.2,Ardrey Kell High School
118,2019,600302,09-12,,HISP,ACTWR,69,40.6,Ardrey Kell High School
119,2019,600302,09-12,,MULT,ACTWR,18,50,Ardrey Kell High School
120,2019,600302,09-12,,WHTE,ACTWR,419,56.3,Ardrey Kell High School
121,2019,600302,09-12,,EDS,ACTWR,74,24.3,Ardrey Kell High School
122,2019,600302,09-12,,ELS,ACTWR,18,27.8,Ardrey Kell High School
123,2019,600302,09-12,,SWD,ACTWR,28,14.3,Ardrey Kell High School
124,2019,600302,09-12,,AIG,ACTWR,147,78.2,Ardrey Kell High School
125,2019,600302,09-12,,NEDS,ACTWR,671,59.9,Ardrey Kell High School
126,2019,600302,09-12,,NSWD,ACTWR,717,58,Ardrey Kell High School
127,2019,600302,09-12,,ALL,AWA,759,89.6,Ardrey Kell High School
128,2019,600302,09-12,,FEM,AWA,353,90.7,Ardrey Kell High School
129,2019,600302,09-12,,MALE,AWA,406,88.7,Ardrey Kell High School
130,2019,600302,09-12,,ASIA,AWA,144,95,Ardrey Kell High School
131,2019,600302,09-12,,BLCK,AWA,82,75.6,Ardrey Kell High School
132,2019,600302,09-12,,HISP,AWA,61,62.3,Ardrey Kell High School
133,2019,600302,09-12,,MULT,AWA,20,90,Ardrey Kell High School
134,2019,600302,09-12,,WHTE,AWA,449,93.5,Ardrey Kell High School
135,2019,600302,09-12,,EDS,AWA,50,64,Ardrey Kell High School
136,2019,600302,09-12,,ELS,AWA,15,13.3,Ardrey Kell High School
137,2019,600302,09-12,,SWD,AWA,33,51.5,Ardrey Kell High School
138,2019,600302,09-12,,AIG,AWA,153,95,Ardrey Kell High School
139,2019,600302,09-12,,NEDS,AWA,709,91.4,Ardrey Kell High School
140,2019,600302,09-12,,NSWD,AWA,726,91.3,Ardrey Kell High School
141,2019,600302,09-12,,ALL,BI,918,,Ardrey Kell High School
142,2019,600302,09-12,,FEM,BI,437,,Ardrey Kell High School
143,2019,600302,09-12,,MALE,BI,481,,Ardrey Kell High School
144,2019,600302,09-12,,ASIA,BI,203,,Ardrey Kell High School
145,2019,600302,09-12,,BLCK,BI,91,,Ardrey Kell High School
146,2019,600302,09-12,,HISP,BI,102,,Ardrey Kell High School
147,2019,600302,09-12,,MULT,BI,25,,Ardrey Kell High School
148,2019,600302,09-12,,WHTE,BI,495,,Ardrey Kell High School
149,2019,600302,09-12,,EDS,BI,82,,Ardrey Kell High School
150,2019,600302,09-12,,ELS,BI,29,,Ardrey Kell High School
151,2019,600302,09-12,,SWD,BI,42,,Ardrey Kell High School
152,2019,600302,09-12,,AIG,BI,203,,Ardrey Kell High School
153,2019,600302,09-12,,NEDS,BI,836,,Ardrey Kell High School
154,2019,600302,09-12,,NSWD,BI,876,,Ardrey Kell High School
155,2019,600302,09-12,,ALL,CGRE,700,95,Ardrey Kell High School
156,2019,600302,09-12,,FEM,CGRE,366,95,Ardrey Kell High School
157,2019,600302,09-12,,MALE,CGRE,334,94.3,Ardrey Kell High School
158,2019,600302,09-12,,ASIA,CGRE,127,95,Ardrey Kell High School
159,2019,600302,09-12,,BLCK,CGRE,89,95,Ardrey Kell High School
160,2019,600302,09-12,,HISP,CGRE,67,88.1,Ardrey Kell High School
161,2019,600302,09-12,,MULT,CGRE,17,88.2,Ardrey Kell High School
162,2019,600302,09-12,,WHTE,CGRE,400,95,Ardrey Kell High School
163,2019,600302,09-12,,EDS,CGRE,58,87.9,Ardrey Kell High School
164,2019,600302,09-12,,ELS,CGRE,34,82.4,Ardrey Kell High School
165,2019,600302,09-12,,SWD,CGRE,38,71.1,Ardrey Kell High School
166,2019,600302,09-12,,AIG,CGRE,116,95,Ardrey Kell High School
167,2019,600302,09-12,,NEDS,CGRE,642,95,Ardrey Kell High School
168,2019,600302,09-12,,NSWD,CGRE,662,95,Ardrey Kell High School
169,2019,600302,09-12,,ALL,CGRS,807,95,Ardrey Kell High School
170,2019,600302,09-12,,FEM,CGRS,377,95,Ardrey Kell High School
171,2019,600302,09-12,,MALE,CGRS,430,95,Ardrey Kell High School
172,2019,600302,09-12,,ASIA,CGRS,147,95,Ardrey Kell High School
173,2019,600302,09-12,,BLCK,CGRS,96,94.8,Ardrey Kell High School
174,2019,600302,09-12,,HISP,CGRS,64,95,Ardrey Kell High School
175,2019,600302,09-12,,MULT,CGRS,21,95,Ardrey Kell High School
176,2019,600302,09-12,,WHTE,CGRS,476,95,Ardrey Kell High School
177,2019,600302,09-12,,EDS,CGRS,65,90.8,Ardrey Kell High School
178,2019,600302,09-12,,ELS,CGRS,35,95,Ardrey Kell High School
179,2019,600302,09-12,,SWD,CGRS,54,85.2,Ardrey Kell High School
180,2019,600302,09-12,,AIG,CGRS,154,95,Ardrey Kell High School
181,2019,600302,09-12,,NEDS,CGRS,742,95,Ardrey Kell High School
182,2019,600302,09-12,,NSWD,CGRS,753,95,Ardrey Kell High School
183,2019,600302,09-12,,ALL,E2,886,,Ardrey Kell High School
184,2019,600302,09-12,,FEM,E2,431,,Ardrey Kell High School
185,2019,600302,09-12,,MALE,E2,455,,Ardrey Kell High School
186,2019,600302,09-12,,ASIA,E2,181,,Ardrey Kell High School
187,2019,600302,09-12,,BLCK,E2,103,,Ardrey Kell High School
188,2019,600302,09-12,,HISP,E2,90,,Ardrey Kell High School
189,2019,600302,09-12,,MULT,E2,24,,Ardrey Kell High School
190,2019,600302,09-12,,WHTE,E2,486,,Ardrey Kell High School
191,2019,600302,09-12,,EDS,E2,89,,Ardrey Kell High School
192,2019,600302,09-12,,ELS,E2,24,,Ardrey Kell High School
193,2019,600302,09-12,,SWD,E2,47,,Ardrey Kell High School
194,2019,600302,09-12,,AIG,E2,188,,Ardrey Kell High School
195,2019,600302,09-12,,NEDS,E2,797,,Ardrey Kell High School
196,2019,600302,09-12,,NSWD,E2,839,,Ardrey Kell High School
197,2019,600302,09-12,,ALL,ELP,85,56.5,Ardrey Kell High School
198,2019,600302,09-12,,FEM,ELP,31,54.8,Ardrey Kell High School
199,2019,600302,09-12,,MALE,ELP,54,57.4,Ardrey Kell High School
200,2019,600302,09-12,,ASIA,ELP,22,54.5,Ardrey Kell High School
201,2019,600302,09-12,,HISP,ELP,41,48.8,Ardrey Kell High School
202,2019,600302,09-12,,WHTE,ELP,20,70,Ardrey Kell High School
203,2019,600302,09-12,,EDS,ELP,24,41.7,Ardrey Kell High School
204,2019,600302,09-12,,ELS,ELP,85,56.5,Ardrey Kell High School
205,2019,600302,09-12,,SWD,ELP,17,11.8,Ardrey Kell High School
206,2019,600302,09-12,,NEDS,ELP,61,62.3,Ardrey Kell High School
207,2019,600302,09-12,,NSWD,ELP,68,67.6,Ardrey Kell High School
208,2019,600302,09-12,,ALL,ELPA,85,21.2,Ardrey Kell High School
209,2019,600302,09-12,,FEM,ELPA,31,19.4,Ardrey Kell High School
210,2019,600302,09-12,,MALE,ELPA,54,22.2,Ardrey Kell High School
211,2019,600302,09-12,,ASIA,ELPA,22,27.3,Ardrey Kell High School
212,2019,600302,09-12,,HISP,ELPA,41,17.1,Ardrey Kell High School
213,2019,600302,09-12,,WHTE,ELPA,20,25,Ardrey Kell High School
214,2019,600302,09-12,,EDS,ELPA,24,20.8,Ardrey Kell High School
215,2019,600302,09-12,,ELS,ELPA,85,21.2,Ardrey Kell High School
216,2019,600302,09-12,,SWD,ELPA,17,11.8,Ardrey Kell High School
217,2019,600302,09-12,,NEDS,ELPA,61,21.3,Ardrey Kell High School
218,2019,600302,09-12,,NSWD,ELPA,68,23.5,Ardrey Kell High School
219,2019,600302,09-12,,ALL,ELPX,85,35.3,Ardrey Kell High School
220,2019,600302,09-12,,FEM,ELPX,31,35.5,Ardrey Kell High School
221,2019,600302,09-12,,MALE,ELPX,54,35.2,Ardrey Kell High School
222,2019,600302,09-12,,ASIA,ELPX,22,27.3,Ardrey Kell High School
223,2019,600302,09-12,,HISP,ELPX,41,31.7,Ardrey Kell High School
224,2019,600302,09-12,,WHTE,ELPX,20,45,Ardrey Kell High School
225,2019,600302,09-12,,EDS,ELPX,24,20.8,Ardrey Kell High School
226,2019,600302,09-12,,ELS,ELPX,85,35.3,Ardrey Kell High School
227,2019,600302,09-12,,SWD,ELPX,17,5,Ardrey Kell High School
228,2019,600302,09-12,,NEDS,ELPX,61,41,Ardrey Kell High School
229,2019,600302,09-12,,NSWD,ELPX,68,44.1,Ardrey Kell High School
230,2019,600302,09-12,,ALL,EOC,2906,,Ardrey Kell High School
231,2019,600302,09-12,,FEM,EOC,1441,,Ardrey Kell High School
232,2019,600302,09-12,,MALE,EOC,1465,,Ardrey Kell High School
233,2019,600302,09-12,,ASIA,EOC,597,,Ardrey Kell High School
234,2019,600302,09-12,,BLCK,EOC,351,,Ardrey Kell High School
235,2019,600302,09-12,,HISP,EOC,312,,Ardrey Kell High School
236,2019,600302,09-12,,MULT,EOC,84,,Ardrey Kell High School
237,2019,600302,09-12,,WHTE,EOC,1558,,Ardrey Kell High School
238,2019,600302,09-12,,EDS,EOC,315,,Ardrey Kell High School
239,2019,600302,09-12,,ELS,EOC,100,,Ardrey Kell High School
240,2019,600302,09-12,,SWD,EOC,166,,Ardrey Kell High School
241,2019,600302,09-12,,AIG,EOC,589,,Ardrey Kell High School
242,2019,600302,09-12,,HMS,EOC,12,,Ardrey Kell High School
243,2019,600302,09-12,,NEDS,EOC,2591,,Ardrey Kell High School
244,2019,600302,09-12,,NSWD,EOC,2740,,Ardrey Kell High School
245,2019,600302,09-12,,ALL,M1,297,,Ardrey Kell High School
246,2019,600302,09-12,,FEM,M1,146,,Ardrey Kell High School
247,2019,600302,09-12,,MALE,M1,151,,Ardrey Kell High School
248,2019,600302,09-12,,ASIA,M1,28,,Ardrey Kell High School
249,2019,600302,09-12,,BLCK,M1,63,,Ardrey Kell High School
250,2019,600302,09-12,,HISP,M1,43,,Ardrey Kell High School
251,2019,600302,09-12,,MULT,M1,12,,Ardrey Kell High School
252,2019,600302,09-12,,WHTE,M1,152,,Ardrey Kell High School
253,2019,600302,09-12,,EDS,M1,66,,Ardrey Kell High School
254,2019,600302,09-12,,ELS,M1,26,,Ardrey Kell High School
255,2019,600302,09-12,,SWD,M1,49,,Ardrey Kell High School
256,2019,600302,09-12,,AIG,M1,14,,Ardrey Kell High School
257,2019,600302,09-12,,NEDS,M1,231,,Ardrey Kell High School
258,2019,600302,09-12,,NSWD,M1,249,,Ardrey Kell High School
259,2019,600302,09-12,,ALL,M3,805,,Ardrey Kell High School
260,2019,600302,09-12,,FEM,M3,427,,Ardrey Kell High School
261,2019,600302,09-12,,MALE,M3,378,,Ardrey Kell High School
262,2019,600302,09-12,,ASIA,M3,185,,Ardrey Kell High School
263,2019,600302,09-12,,BLCK,M3,95,,Ardrey Kell High School
264,2019,600302,09-12,,HISP,M3,77,,Ardrey Kell High School
265,2019,600302,09-12,,MULT,M3,23,,Ardrey Kell High School
266,2019,600302,09-12,,WHTE,M3,425,,Ardrey Kell High School
267,2019,600302,09-12,,EDS,M3,78,,Ardrey Kell High School
268,2019,600302,09-12,,ELS,M3,21,,Ardrey Kell High School
269,2019,600302,09-12,,SWD,M3,29,,Ardrey Kell High School
270,2019,600302,09-12,,AIG,M3,184,,Ardrey Kell High School
271,2019,600302,09-12,,NEDS,M3,727,,Ardrey Kell High School
272,2019,600302,09-12,,NSWD,M3,776,,Ardrey Kell High School
273,2019,600302,09-12,,ALL,M3A,515,,Ardrey Kell High School
274,2019,600302,09-12,,FEM,M3A,264,,Ardrey Kell High School
275,2019,600302,09-12,,MALE,M3A,251,,Ardrey Kell High School
276,2019,600302,09-12,,ASIA,M3A,157,,Ardrey Kell High School
277,2019,600302,09-12,,BLCK,M3A,38,,Ardrey Kell High School
278,2019,600302,09-12,,HISP,M3A,43,,Ardrey Kell High School
279,2019,600302,09-12,,MULT,M3A,13,,Ardrey Kell High School
280,2019,600302,09-12,,WHTE,M3A,264,,Ardrey Kell High School
281,2019,600302,09-12,,EDS,M3A,28,,Ardrey Kell High School
282,2019,600302,09-12,,AIG,M3A,176,,Ardrey Kell High School
283,2019,600302,09-12,,NEDS,M3A,487,,Ardrey Kell High School
284,2019,600302,09-12,,NSWD,M3A,509,,Ardrey Kell High School
285,2019,600302,09-12,,ALL,MCR,832,95,Ardrey Kell High School
286,2019,600302,09-12,,FEM,MCR,384,95,Ardrey Kell High School
287,2019,600302,09-12,,MALE,MCR,448,94.6,Ardrey Kell High School
288,2019,600302,09-12,,ASIA,MCR,152,95,Ardrey Kell High School
289,2019,600302,09-12,,BLCK,MCR,96,91.7,Ardrey Kell High School
290,2019,600302,09-12,,HISP,MCR,70,88.6,Ardrey Kell High School
291,2019,600302,09-12,,MULT,MCR,22,95,Ardrey Kell High School
292,2019,600302,09-12,,WHTE,MCR,489,95,Ardrey Kell High School
293,2019,600302,09-12,,EDS,MCR,67,83.6,Ardrey Kell High School
294,2019,600302,09-12,,ELS,MCR,32,75,Ardrey Kell High School
295,2019,600302,09-12,,SWD,MCR,65,50.8,Ardrey Kell High School
296,2019,600302,09-12,,AIG,MCR,154,95,Ardrey Kell High School
297,2019,600302,09-12,,NEDS,MCR,765,95,Ardrey Kell High School
298,2019,600302,09-12,,NSWD,MCR,767,95,Ardrey Kell High School
299,2019,600302,09-12,,ALL,PCALL,2906,,Ardrey Kell High School
300,2019,600302,09-12,,FEM,PCALL,1441,,Ardrey Kell High School
301,2019,600302,09-12,,MALE,PCALL,1465,,Ardrey Kell High School
302,2019,600302,09-12,,ASIA,PCALL,597,,Ardrey Kell High School
303,2019,600302,09-12,,BLCK,PCALL,351,,Ardrey Kell High School
304,2019,600302,09-12,,HISP,PCALL,312,,Ardrey Kell High School
305,2019,600302,09-12,,MULT,PCALL,84,,Ardrey Kell High School
306,2019,600302,09-12,,WHTE,PCALL,1558,,Ardrey Kell High School
307,2019,600302,09-12,,EDS,PCALL,315,,Ardrey Kell High School
308,2019,600302,09-12,,ELS,PCALL,100,,Ardrey Kell High School
309,2019,600302,09-12,,SWD,PCALL,166,,Ardrey Kell High School
310,2019,600302,09-12,,AIG,PCALL,589,,Ardrey Kell High School
311,2019,600302,09-12,,HMS,PCALL,12,,Ardrey Kell High School
312,2019,600302,09-12,,NEDS,PCALL,2591,,Ardrey Kell High School
313,2019,600302,09-12,,NSWD,PCALL,2740,,Ardrey Kell High School
314,2019,600302,09-12,,ALL,WK,149,86.6,Ardrey Kell High School
315,2019,600302,09-12,,FEM,WK,48,87.5,Ardrey Kell High School
316,2019,600302,09-12,,MALE,WK,101,86.1,Ardrey Kell High School
317,2019,600302,09-12,,ASIA,WK,21,95,Ardrey Kell High School
318,2019,600302,09-12,,BLCK,WK,17,76.5,Ardrey Kell High School
319,2019,600302,09-12,,HISP,WK,11,90.9,Ardrey Kell High School
320,2019,600302,09-12,,WHTE,WK,97,85.6,Ardrey Kell High School
321,2019,600302,09-12,,AIG,WK,34,95,Ardrey Kell High School
322,2019,600302,09-12,,NEDS,WK,140,85.7,Ardrey Kell High School
323,2019,600302,09-12,,NSWD,WK,147,87.1,Ardrey Kell High School
324,2019,600312,09-12,,ALL,ACT,564,76.2,William Amos Hough High School
325,2019,600312,09-12,,FEM,ACT,286,75.9,William Amos Hough High School
326,2019,600312,09-12,,MALE,ACT,278,76.6,William Amos Hough High School
327,2019,600312,09-12,,ASIA,ACT,17,88.2,William Amos Hough High School
328,2019,600312,09-12,,BLCK,ACT,49,51,William Amos Hough High School
329,2019,600312,09-12,,HISP,ACT,59,55.9,William Amos Hough High School
330,2019,600312,09-12,,MULT,ACT,15,46.7,William Amos Hough High School
331,2019,600312,09-12,,WHTE,ACT,423,82.7,William Amos Hough High School
332,2019,600312,09-12,,EDS,ACT,58,44.8,William Amos Hough High School
333,2019,600312,09-12,,ELS,ACT,12,16.7,William Amos Hough High School
334,2019,600312,09-12,,SWD,ACT,25,24,William Amos Hough High School
335,2019,600312,09-12,,AIG,ACT,109,95,William Amos Hough High School
336,2019,600312,09-12,,NEDS,ACT,506,79.8,William Amos Hough High School
337,2019,600312,09-12,,NSWD,ACT,539,78.7,William Amos Hough High School
338,2019,600312,09-12,,ALL,ACT4B,564,32.4,William Amos Hough High School
339,2019,600312,09-12,,FEM,ACT4B,286,33.2,William Amos Hough High School
340,2019,600312,09-12,,MALE,ACT4B,278,31.7,William Amos Hough High School
341,2019,600312,09-12,,ASIA,ACT4B,17,35.3,William Amos Hough High School
342,2019,600312,09-12,,BLCK,ACT4B,49,12.2,William Amos Hough High School
343,2019,600312,09-12,,HISP,ACT4B,59,27.1,William Amos Hough High School
344,2019,600312,09-12,,MULT,ACT4B,15,6.7,William Amos Hough High School
345,2019,600312,09-12,,WHTE,ACT4B,423,36.4,William Amos Hough High School
346,2019,600312,09-12,,EDS,ACT4B,58,10.3,William Amos Hough High School
347,2019,600312,09-12,,ELS,ACT4B,12,8.3,William Amos Hough High School
348,2019,600312,09-12,,SWD,ACT4B,25,5,William Amos Hough High School
349,2019,600312,09-12,,AIG,ACT4B,109,75.2,William Amos Hough High School
350,2019,600312,09-12,,NEDS,ACT4B,506,35,William Amos Hough High School
351,2019,600312,09-12,,NSWD,ACT4B,539,34,William Amos Hough High School
352,2019,600312,09-12,,ALL,ACT5B,557,24.1,William Amos Hough High School
353,2019,600312,09-12,,FEM,ACT5B,285,27,William Amos Hough High School
354,2019,600312,09-12,,MALE,ACT5B,272,21,William Amos Hough High School
355,2019,600312,09-12,,ASIA,ACT5B,16,37.5,William Amos Hough High School
356,2019,600312,09-12,,BLCK,ACT5B,49,6.1,William Amos Hough High School
357,2019,600312,09-12,,HISP,ACT5B,58,20.7,William Amos Hough High School
358,2019,600312,09-12,,MULT,ACT5B,12,8.3,William Amos Hough High School
359,2019,600312,09-12,,WHTE,ACT5B,421,26.6,William Amos Hough High School
360,2019,600312,09-12,,EDS,ACT5B,57,8.8,William Amos Hough High School
361,2019,600312,09-12,,ELS,ACT5B,11,5,William Amos Hough High School
362,2019,600312,09-12,,SWD,ACT5B,21,5,William Amos Hough High School
363,2019,600312,09-12,,AIG,ACT5B,109,56,William Amos Hough High School
364,2019,600312,09-12,,NEDS,ACT5B,500,25.8,William Amos Hough High School
365,2019,600312,09-12,,NSWD,ACT5B,536,25,William Amos Hough High School
366,2019,600312,09-12,,ALL,ACTALL,2816,50.4,William Amos Hough High School
